,DATE,HOUR,AVG,HourlyVisibility,HourlyPrecipitation,Coverage 1,Coverage 2,Coverage 3,Layer 1,Layer 2,Layer 3,Cloud Height 1,Cloud Height 2,Cloud Height 3
0,2022-01-01,0,False,6,0,FEW,0,0,2.0,0,0,6.0,0,0.0
1,2022-01-01,0,False,6,0,BKN,0,0,7.0,0,0,6.0,0,0.0
2,2022-01-01,0,False,4,0,OVC,0,0,8.0,0,0,4.0,0,0.0
3,2022-01-01,1,False,3.73,0,5,0,0,0.0,0,0,0.0,0,0.0
4,2022-01-01,1,False,2,0,OVC,0,0,8.0,0,0,4.0,0,0.0
5,2022-01-01,1,False,2,0,OVC,0,0,8.0,0,0,4.0,0,0.0
6,2022-01-01,2,False,5,0,BKN,0,0,7.0,0,0,4.0,0,0.0
7,2022-01-01,2,False,6,0,BKN,0,0,7.0,0,0,4.0,0,0.0
8,2022-01-01,3,False,9,0,BKN,0,0,7.0,0,0,5.0,0,0.0
9,2022-01-01,3,False,9,0,BKN,0,0,7.0,0,0,5.0,0,0.0
10,2022-01-01,4,False,8.7,0,5,0,0,0.0,0,0,0.0,0,0.0
11,2022-01-01,4,False,9,0,OVC,0,0,8.0,0,0,5.0,0,0.0
12,2022-01-01,5,False,8,0,OVC,0,0,8.0,0,0,5.0,0,0.0
13,2022-01-01,6,False,8,0,OVC,0,0,8.0,0,0,5.0,0,0.0
14,2022-01-01,7,False,7.46,0,5,0,0,0.0,0,0,0.0,0,0.0
15,2022-01-01,7,False,5,0,OVC,0,0,8.0,0,0,5.0,0,0.0
16,2022-01-01,8,False,6,0,BKN,0,0,7.0,0,0,5.0,0,0.0
17,2022-01-01,9,True,6,0,SCT,0,0,4.0,0,0,4.0,0,0.0
18,2022-01-01,9,True,10,0,FEW,0,0,2.0,0,0,7.0,0,0.0
19,2022-01-01,10,True,9.94,0,8,0,0,0.0,0,0,0.0,0,0.0
20,2022-01-01,10,True,10,0,FEW,0,0,2.0,0,0,15.0,0,0.0
21,2022-01-01,11,True,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
22,2022-01-01,12,True,10,0,SCT,0,0,4.0,0,0,30.0,0,0.0
23,2022-01-01,13,True,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
24,2022-01-01,13,True,10,0,SCT,0,0,4.0,0,0,45.0,0,0.0
25,2022-01-01,14,False,10,0,SCT,0,0,4.0,0,0,49.0,0,0.0
26,2022-01-01,15,True,10,0,FEW,0,0,2.0,0,0,49.0,0,0.0
27,2022-01-01,16,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
28,2022-01-01,16,False,10,0,FEW,0,0,2.0,0,0,45.0,0,0.0
29,2022-01-01,17,False,10,0,FEW,FEW,0,2.0,02,0,20.0,45,0.0
30,2022-01-01,18,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
31,2022-01-01,19,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
32,2022-01-01,19,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
33,2022-01-01,20,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
34,2022-01-01,21,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
35,2022-01-01,22,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
36,2022-01-01,22,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
37,2022-01-01,23,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
38,2022-01-02,0,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
39,2022-01-02,1,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
40,2022-01-02,1,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
41,2022-01-02,2,False,10,0,SCT,0,0,4.0,0,0,11.0,0,0.0
42,2022-01-02,3,False,10,0,BKN,VC:,0,7.0,8 ,0,7.0,8,0.0
43,2022-01-02,3,False,10,0,BKN,VC:,0,7.0,8 ,0,7.0,8,0.0
44,2022-01-02,4,False,9.94,0,8,0,0,0.0,0,0,0.0,0,0.0
45,2022-01-02,4,False,9,0,SCT,KN:,0,4.0,7 ,0,9.0,8,0.0
46,2022-01-02,4,False,10,0,SCT,KN:,0,4.0,7 ,0,9.0,8,0.0
47,2022-01-02,5,False,9,0,SCT,SCT,0,4.0,04,0,11.0,20,0.0
48,2022-01-02,5,False,10,0,SCT,0,0,4.0,0,0,11.0,0,0.0
49,2022-01-02,6,False,9,0,SCT,0,0,4.0,0,0,10.0,0,0.0
50,2022-01-02,7,False,8.7,0,15,0,0,0.0,0,0,0.0,0,0.0
51,2022-01-02,7,False,8,0,SCT,SCT,0,4.0,04,0,13.0,39,0.0
52,2022-01-02,8,False,9,0,BKN,0,0,7.0,0,0,14.0,0,0.0
53,2022-01-02,8,False,10,0,SCT,0,0,4.0,0,0,14.0,0,0.0
54,2022-01-02,8,False,10,0,SCT,0,0,4.0,0,0,14.0,0,0.0
55,2022-01-02,9,False,10,0,BKN,0,0,7.0,0,0,13.0,0,0.0
56,2022-01-02,9,False,10,0,SCT,0,0,4.0,0,0,16.0,0,0.0
57,2022-01-02,9,False,10,0,SCT,0,0,4.0,0,0,16.0,0,0.0
58,2022-01-02,10,True,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
59,2022-01-02,10,True,10,0,FEW,SCT,0,2.0,04,0,21.0,29,0.0
60,2022-01-02,11,True,10,0,SCT,0,0,4.0,0,0,32.0,0,0.0
61,2022-01-02,12,True,10,0,SCT,BKN,0,4.0,07,0,38.0,50,0.0
62,2022-01-02,13,True,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
63,2022-01-02,13,True,10,0,SCT,SCT,0,4.0,04,0,40.0,50,0.0
64,2022-01-02,14,True,10,0,FEW,FEW,0,2.0,02,0,49.0,15,0.0
65,2022-01-02,15,True,10,0,FEW,FEW,0,2.0,02,0,49.0,15,0.0
66,2022-01-02,16,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
67,2022-01-02,16,False,10,0,FEW,FEW,0,2.0,02,0,49.0,20,0.0
68,2022-01-02,17,False,10,0,FEW,0,0,2.0,0,0,20.0,0,0.0
69,2022-01-02,18,False,10,0,FEW,0,0,2.0,0,0,20.0,0,0.0
70,2022-01-02,19,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
71,2022-01-02,19,False,10,0,FEW,0,0,2.0,0,0,20.0,0,0.0
72,2022-01-02,20,False,10,0,FEW,0,0,2.0,0,0,20.0,0,0.0
73,2022-01-02,21,False,10,0,SCT,0,0,4.0,0,0,20.0,0,0.0
74,2022-01-02,22,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
75,2022-01-02,22,False,10,0,FEW,SCT,0,2.0,04,0,35.0,20,0.0
76,2022-01-02,23,False,10,0,FEW,FEW,0,2.0,02,0,45.0,20,0.0
77,2022-01-03,0,False,10,0,BKN,BKN,0,7.0,07,0,20.0,15,0.0
78,2022-01-03,0,False,10,0,BKN,BKN,0,7.0,07,0,20.0,15,0.0
79,2022-01-03,1,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
80,2022-01-03,1,False,10,0,BKN,BKN,OVC,7.0,07,08,22.0,38,15.0
81,2022-01-03,2,False,10,0.18,BKN,OVC,0,7.0,08,0,19.0,28,0.0
82,2022-01-03,3,False,10,0,SCT,BKN,0,4.0,07,0,26.0,55,0.0
83,2022-01-03,3,False,10,0,SCT,BKN,0,4.0,07,0,26.0,55,0.0
84,2022-01-03,4,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
85,2022-01-03,4,False,10,0,SCT,OVC,0,4.0,08,0,25.0,65,0.0
86,2022-01-03,5,False,10,0,FEW,SCT,0,2.0,04,0,30.0,65,0.0
87,2022-01-03,6,False,10,0,FEW,SCT,SCT,2.0,04,04,30.0,65,25.0
88,2022-01-03,7,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
89,2022-01-03,7,False,10,0,FEW,SCT,SCT,2.0,04,04,30.0,65,25.0
90,2022-01-03,8,False,10,0,FEW,FEW,0,2.0,02,0,20.0,65,0.0
91,2022-01-03,9,True,10,0,FEW,FEW,0,2.0,02,0,20.0,65,0.0
92,2022-01-03,10,True,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
93,2022-01-03,10,True,10,0,SCT,SCT,0,4.0,04,0,27.0,65,0.0
94,2022-01-03,11,True,10,0,FEW,FEW,0,2.0,02,0,27.0,65,0.0
95,2022-01-03,12,True,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
96,2022-01-03,13,True,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
97,2022-01-03,13,True,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
98,2022-01-03,14,True,10,0,FEW,FEW,0,2.0,02,0,10.0,30,0.0
99,2022-01-03,15,True,10,0,FEW,0,0,2.0,0,0,10.0,0,0.0
100,2022-01-03,16,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
101,2022-01-03,16,False,10,0,FEW,0,0,2.0,0,0,10.0,0,0.0
102,2022-01-03,17,False,10,0,FEW,0,0,2.0,0,0,10.0,0,0.0
103,2022-01-03,18,False,10,0,FEW,0,0,2.0,0,0,10.0,0,0.0
104,2022-01-03,19,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
105,2022-01-03,19,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
106,2022-01-03,20,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
107,2022-01-03,21,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
108,2022-01-03,22,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
109,2022-01-03,22,False,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
110,2022-01-03,23,False,10,0,OVC,0,0,8.0,0,0,32.0,0,0.0
111,2022-01-04,0,False,10,0,SCT,0,0,4.0,0,0,32.0,0,0.0
112,2022-01-04,1,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
113,2022-01-04,1,False,7,0,FEW,0,0,2.0,0,0,32.0,0,0.0
114,2022-01-04,2,False,7,0,FEW,0,0,2.0,0,0,32.0,0,0.0
115,2022-01-04,3,False,8,0,CLR,0,0,0.0,0,0,0.0,0,0.0
116,2022-01-04,4,False,7.46,0,0,0,0,0.0,0,0,0.0,0,0.0
117,2022-01-04,4,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
118,2022-01-04,5,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
119,2022-01-04,6,False,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
120,2022-01-04,7,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
121,2022-01-04,7,False,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
122,2022-01-04,8,False,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
123,2022-01-04,9,True,10,0,FEW,0,0,2.0,0,0,30.0,0,0.0
124,2022-01-04,10,True,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
125,2022-01-04,10,True,10,0,SCT,0,0,4.0,0,0,28.0,0,0.0
126,2022-01-04,11,True,10,0,SCT,0,0,4.0,0,0,30.0,0,0.0
127,2022-01-04,12,True,10,0,SCT,BKN,0,4.0,07,0,30.0,18,0.0
128,2022-01-04,13,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
129,2022-01-04,13,False,10,0,BKN,BKN,0,7.0,07,0,26.0,18,0.0
130,2022-01-04,13,False,10,0,BKN,BKN,0,7.0,07,0,26.0,20,0.0
131,2022-01-04,14,False,10,0,BKN,BKN,0,7.0,07,0,28.0,20,0.0
132,2022-01-04,15,False,10,0,BKN,OVC,0,7.0,08,0,26.0,20,0.0
133,2022-01-04,16,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
134,2022-01-04,16,False,10,0,BKN,OVC,0,7.0,08,0,32.0,20,0.0
135,2022-01-04,16,False,10,0,FEW,BKN,OVC,2.0,07,08,26.0,32,20.0
136,2022-01-04,17,False,10,0,FEW,BKN,BKN,2.0,07,07,23.0,30,20.0
137,2022-01-04,18,False,10,0,SCT,BKN,BKN,4.0,07,07,23.0,30,20.0
138,2022-01-04,19,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
139,2022-01-04,19,False,10,0,BKN,BKN,OVC,7.0,07,08,23.0,30,20.0
140,2022-01-04,19,False,10,0,SCT,BKN,OVC,4.0,07,08,23.0,30,20.0
141,2022-01-04,19,False,10,0,SCT,BKN,OVC,4.0,07,08,23.0,33,20.0
142,2022-01-04,20,False,10,0,SCT,BKN,0,4.0,07,0,19.0,30,0.0
143,2022-01-04,21,False,10,0,SCT,BKN,0,4.0,07,0,18.0,24,0.0
144,2022-01-04,21,False,10,0,BKN,BKN,0,7.0,07,0,18.0,24,0.0
145,2022-01-04,22,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
146,2022-01-04,22,False,10,0,BKN,BKN,0,7.0,07,0,12.0,24,0.0
149,2022-01-04,23,False,10,0,SCT,BKN,OVC,4.0,07,08,12.0,24,65.0
150,2022-01-05,0,False,10,0,OVC,0,0,8.0,0,0,60.0,0,0.0
151,2022-01-05,0,False,10,0,OVC,0,0,8.0,0,0,60.0,0,0.0
152,2022-01-05,1,False,9.94,0,57,0,0,0.0,0,0,0.0,0,0.0
153,2022-01-05,1,False,10,0,SCT,VC:,0,4.0,8 ,0,5.0,0,0.0
154,2022-01-05,1,False,10,0,SCT,VC:,0,4.0,8 ,0,5.0,0,0.0
155,2022-01-05,2,False,10,0,OVC,0,0,8.0,0,0,5.0,0,0.0
156,2022-01-05,2,False,10,0,OVC,0,0,8.0,0,0,5.0,0,0.0
157,2022-01-05,3,False,10,0,OVC,0,0,8.0,0,0,5.0,0,0.0
158,2022-01-05,4,False,9.94,0,5,0,0,0.0,0,0,0.0,0,0.0
159,2022-01-05,4,False,7,0,OVC,0,0,8.0,0,0,3.0,0,0.0
160,2022-01-05,4,False,7,0,OVC,0,0,8.0,0,0,3.0,0,0.0
161,2022-01-05,5,False,5,0,OVC,0,0,8.0,0,0,3.0,0,0.0
162,2022-01-05,6,False,5,0,OVC,0,0,8.0,0,0,3.0,0,0.0
163,2022-01-05,6,False,5,0,OVC,0,0,8.0,0,0,3.0,0,0.0
164,2022-01-05,7,False,4.97,0,2,0,0,0.0,0,0,0.0,0,0.0
165,2022-01-05,7,False,3,0,OVC,0,0,8.0,0,0,4.0,0,0.0
166,2022-01-05,8,False,10,0,BKN,KN:,0,7.0,7 ,0,4.0,0,0.0
167,2022-01-05,9,False,10,0,BKN,KN:,0,7.0,7 ,0,6.0,0,0.0
168,2022-01-05,9,False,10,0,SCT,KN:,0,4.0,7 ,0,6.0,0,0.0
169,2022-01-05,9,False,10,0,SCT,KN:,0,4.0,7 ,0,6.0,0,0.0
170,2022-01-05,10,False,9.94,0,5,0,0,0.0,0,0,0.0,0,0.0
171,2022-01-05,10,False,10,0,SCT,KN:,0,4.0,7 ,0,9.0,0,0.0
172,2022-01-05,11,False,10,0,FEW,CT:,KN:,2.0,4 ,7 ,9.0,6 ,5.0
173,2022-01-05,12,False,10,0,FEW,SCT,BKN,2.0,04,07,12.0,31,65.0
174,2022-01-05,13,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
175,2022-01-05,13,False,10,0,SCT,BKN,BKN,4.0,07,07,12.0,35,65.0
176,2022-01-05,14,False,10,0,BKN,OVC,0,7.0,08,0,12.0,35,0.0
177,2022-01-05,14,False,10,0,FEW,VC:,0,2.0,8 ,0,9.0,2,0.0
178,2022-01-05,14,False,10,0,BKN,VC:,0,7.0,8 ,0,9.0,2,0.0
179,2022-01-05,14,False,10,0,BKN,VC:,0,7.0,8 ,0,9.0,2,0.0
180,2022-01-05,15,False,10,0,BKN,VC:,0,7.0,8 ,0,9.0,2,0.0
181,2022-01-05,16,False,9.94,0,8,0,0,0.0,0,0,0.0,0,0.0
182,2022-01-05,16,False,10,0,OVC,0,0,8.0,0,0,12.0,0,0.0
183,2022-01-05,16,False,10,0,OVC,0,0,8.0,0,0,12.0,0,0.0
184,2022-01-05,17,False,10,0,OVC,0,0,8.0,0,0,15.0,0,0.0
185,2022-01-05,17,False,10,0,FEW,BKN,0,2.0,07,0,10.0,15,0.0
186,2022-01-05,18,False,10,0,FEW,SCT,0,2.0,04,0,17.0,25,0.0
187,2022-01-05,18,False,10,0,FEW,SCT,0,2.0,04,0,17.0,25,0.0
188,2022-01-05,19,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
189,2022-01-05,19,False,10,0,BKN,0,0,7.0,0,0,50.0,0,0.0
190,2022-01-05,20,False,10,0,OVC,0,0,8.0,0,0,50.0,0,0.0
191,2022-01-05,21,False,10,0,OVC,0,0,8.0,0,0,50.0,0,0.0
192,2022-01-05,22,False,9.94,0,57,0,0,0.0,0,0,0.0,0,0.0
193,2022-01-05,22,False,10,0,SCT,0,0,4.0,0,0,50.0,0,0.0
194,2022-01-05,23,False,6,0,FEW,0,0,2.0,0,0,50.0,0,0.0
195,2022-01-06,0,False,5,0,SCT,0,0,4.0,0,0,3.0,0,0.0
196,2022-01-06,0,False,5,0,SCT,0,0,4.0,0,0,3.0,0,0.0
197,2022-01-06,1,False,4.97,0,2,0,0,0.0,0,0,0.0,0,0.0
198,2022-01-06,1,False,5,0,FEW,0,0,2.0,0,0,3.0,0,0.0
199,2022-01-06,2,False,8,0,CLR,0,0,0.0,0,0,0.0,0,0.0
200,2022-01-06,3,False,7,0,CLR,0,0,0.0,0,0,0.0,0,0.0
201,2022-01-06,4,False,6.84,0,0,0,0,0.0,0,0,0.0,0,0.0
202,2022-01-06,4,False,7,0,CLR,0,0,0.0,0,0,0.0,0,0.0
203,2022-01-06,5,False,5,0,FEW,0,0,2.0,0,0,2.0,0,0.0
204,2022-01-06,5,False,5,0,FEW,0,0,2.0,0,0,2.0,0,0.0
205,2022-01-06,6,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
206,2022-01-06,7,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
207,2022-01-06,7,False,6,0,FEW,0,0,2.0,0,0,25.0,0,0.0
208,2022-01-06,8,False,6,0,FEW,EW:,0,2.0,2 ,0,2.0,50,0.0
209,2022-01-06,8,False,4,0,SCT,0,0,4.0,0,0,2.0,0,0.0
210,2022-01-06,9,False,10,0,FEW,EW:,0,2.0,2 ,0,2.0,50,0.0
211,2022-01-06,10,True,9.94,0,2,0,0,0.0,0,0,0.0,0,0.0
212,2022-01-06,10,True,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
213,2022-01-06,11,True,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
214,2022-01-06,12,True,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
215,2022-01-06,13,True,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
216,2022-01-06,13,True,10,0,BKN,0,0,7.0,0,0,25.0,0,0.0
217,2022-01-06,14,True,10,0,BKN,0,0,7.0,0,0,25.0,0,0.0
218,2022-01-06,15,True,10,0,FEW,SCT,0,2.0,04,0,20.0,25,0.0
219,2022-01-06,16,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
220,2022-01-06,16,False,10,0,FEW,FEW, SC,2.0,02,:0,25.0,18,2.0
221,2022-01-06,17,False,10,0,FEW,FEW,0,2.0,02,0,50.0,25,0.0
222,2022-01-06,18,False,10,0,FEW, SC,0,2.0,:0,0,11.0, 2,0.0
223,2022-01-06,19,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
224,2022-01-06,19,False,10,0,FEW,FEW,0,2.0,02,0,70.0,25,0.0
225,2022-01-06,20,False,10,0,FEW,FEW,0,2.0,02,0,70.0,25,0.0
226,2022-01-06,21,False,10,0,FEW,BKN,0,2.0,07,0,30.0,65,0.0
227,2022-01-06,22,False,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
228,2022-01-06,22,False,10,0,BKN,OVC,0,7.0,08,0,48.0,60,0.0
231,2022-01-07,1,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
232,2022-01-07,1,False,10,0,SCT,0,0,4.0,0,0,40.0,0,0.0
233,2022-01-07,2,False,10,0,FEW,0,0,2.0,0,0,35.0,0,0.0
234,2022-01-07,3,False,10,0,SCT,0,0,4.0,0,0,17.0,0,0.0
235,2022-01-07,4,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
236,2022-01-07,4,False,10,0,OVC,0,0,8.0,0,0,14.0,0,0.0
237,2022-01-07,4,False,10,0,BKN,OVC,0,7.0,08,0,14.0,20,0.0
238,2022-01-07,5,False,10,0,BKN,OVC,0,7.0,08,0,14.0,25,0.0
239,2022-01-07,6,False,10,0,BKN,OVC,0,7.0,08,0,14.0,25,0.0
240,2022-01-07,7,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
241,2022-01-07,7,False,10,0,SCT,SCT,0,4.0,04,0,14.0,25,0.0
242,2022-01-07,7,False,10,0,FEW,FEW,0,2.0,02,0,25.0,25,0.0
243,2022-01-07,8,False,10,0,FEW,FEW,0,2.0,02,0,25.0,25,0.0
244,2022-01-07,9,True,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
245,2022-01-07,10,True,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
246,2022-01-07,10,True,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
247,2022-01-07,11,True,10,0,FEW,EW:,0,2.0,2 ,0,5.0,50,0.0
248,2022-01-07,11,True,10,0,FEW,EW:,0,2.0,2 ,0,5.0,50,0.0
249,2022-01-07,12,True,10,0,FEW,EW:,0,2.0,2 ,0,5.0,50,0.0
250,2022-01-07,13,True,9.94,0,5,0,0,0.0,0,0,0.0,0,0.0
251,2022-01-07,13,True,10,0,FEW,EW:,0,2.0,2 ,0,5.0,50,0.0
252,2022-01-07,14,True,8,0,SCT,CT:,0,4.0,4 ,0,5.0,50,0.0
253,2022-01-07,15,True,10,0,SCT,SCT,0,4.0,04,0,15.0,25,0.0
254,2022-01-07,16,False,9.94,0,15,0,0,0.0,0,0,0.0,0,0.0
255,2022-01-07,16,False,10,0,SCT,SCT,0,4.0,04,0,15.0,25,0.0
256,2022-01-07,17,False,10,0,FEW,FEW,0,2.0,02,0,15.0,25,0.0
257,2022-01-07,18,False,10,0,FEW,0,0,2.0,0,0,25.0,0,0.0
258,2022-01-07,19,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
259,2022-01-07,19,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
260,2022-01-07,20,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
261,2022-01-07,21,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
262,2022-01-07,22,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
263,2022-01-07,22,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
264,2022-01-07,23,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
265,2022-01-08,0,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
266,2022-01-08,1,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
267,2022-01-08,1,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
268,2022-01-08,2,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
269,2022-01-08,3,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
270,2022-01-08,4,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
271,2022-01-08,4,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
272,2022-01-08,5,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
273,2022-01-08,6,False,10,0,CLR,0,0,0.0,0,0,0.0,0,0.0
274,2022-01-08,7,False,9.94,0,0,0,0,0.0,0,0,0.0,0,0.0
275,2022-01-08,7,False,10,0,FEW,FEW,SCT,2.0,02,04,20.0,60,25.0
276,2022-01-08,8,False,10,0,FEW,FEW,FEW,2.0,02,02,40.0,80,25.0
277,2022-01-08,9,True,10,0,FEW,FEW,FEW,2.0,02,02,20.0,40,25.0
278,2022-01-08,10,True,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
279,2022-01-08,10,True,10,0,FEW,FEW,0,2.0,02,0,25.0,25,0.0
280,2022-01-08,11,True,10,0,FEW,FEW,0,2.0,02,0,35.0,25,0.0
281,2022-01-08,12,True,10,0,FEW,FEW,0,2.0,02,0,40.0,25,0.0
282,2022-01-08,13,True,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
283,2022-01-08,13,True,10,0,FEW,FEW,SCT,2.0,02,04,40.0,55,25.0
284,2022-01-08,14,True,10,0,SCT,SCT,0,4.0,04,0,40.0,25,0.0
285,2022-01-08,15,True,10,0,SCT,SCT,0,4.0,04,0,39.0,25,0.0
286,2022-01-08,16,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
287,2022-01-08,16,False,10,0,SCT,SCT,0,4.0,04,0,36.0,25,0.0
288,2022-01-08,17,False,10,0,SCT,SCT,0,4.0,04,0,38.0,25,0.0
289,2022-01-08,18,False,10,0,SCT,0,0,4.0,0,0,45.0,0,0.0
290,2022-01-08,19,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
291,2022-01-08,19,False,10,0,FEW,BKN,0,2.0,07,0,36.0,55,0.0
292,2022-01-08,20,False,10,0,FEW,SCT,BKN,2.0,04,07,36.0,55,25.0
293,2022-01-08,21,False,10,0,FEW,FEW,0,2.0,02,0,36.0,25,0.0
294,2022-01-08,22,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
295,2022-01-08,22,False,8,0,FEW,FEW,0,2.0,02,0,45.0,25,0.0
296,2022-01-08,23,False,8,0,SCT,0,0,4.0,0,0,6.0,0,0.0
297,2022-01-08,23,False,8,0,SCT,CT:,0,4.0,4 ,0,6.0,50,0.0
298,2022-01-09,0,False,7,0,FEW,CT:,CT:,2.0,4 ,4 ,6.0,1 ,50.0
299,2022-01-09,1,False,6.84,0,5,0,0,0.0,0,0,0.0,0,0.0
300,2022-01-09,1,False,7,0,FEW,FEW,0,2.0,02,0,40.0,25,0.0
301,2022-01-09,2,False,7,0,FEW,FEW,0,2.0,02,0,10.0,40,0.0
302,2022-01-09,3,False,9,0,FEW,0,0,2.0,0,0,40.0,0,0.0
303,2022-01-09,4,False,8.7,0,41,0,0,0.0,0,0,0.0,0,0.0
304,2022-01-09,4,False,9,0,FEW,FEW,0,2.0,02,0,40.0,25,0.0
305,2022-01-09,5,False,10,0,SCT,SCT,0,4.0,04,0,45.0,25,0.0
306,2022-01-09,6,False,10,0,FEW,SCT,0,2.0,04,0,40.0,25,0.0
307,2022-01-09,7,False,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
308,2022-01-09,7,False,10,0,FEW,SCT,0,2.0,04,0,40.0,25,0.0
309,2022-01-09,8,False,10,0,FEW,BKN,0,2.0,07,0,40.0,25,0.0
310,2022-01-09,9,True,10,0,FEW,FEW,SCT,2.0,02,04,30.0,50,25.0
311,2022-01-09,10,True,9.94,0,26,0,0,0.0,0,0,0.0,0,0.0
312,2022-01-09,10,True,10,0,FEW,FEW, SC,2.0,02,:0,31.0,15,2.0
313,2022-01-09,11,True,10,0,SCT,SCT,0,4.0,04,0,35.0,25,0.0
314,2022-01-09,12,True,10,0,FEW,FEW, SC,2.0,02,:0,40.0,15,2.0
315,2022-01-09,13,True,9.94,0,41,0,0,0.0,0,0,0.0,0,0.0
316,2022-01-09,13,True,10,0,FEW,FEW, SC,2.0,02,:0,45.0,15,2.0
317,2022-01-09,14,True,10,0,FEW,SCT,0,2.0,04,0,45.0,25,0.0
318,2022-01-09,15,True,10,0,FEW,SCT,0,2.0,04,0,45.0,25,0.0
